fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;total_valor_pedido;total_pedidos_qtd
SOFTYS BRASIL LTDA;44145845001112;FARMACIA SAO MIGUEL;03.022.834/0001-96;6229.02;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA DO PRECO POPULAR;45.353.864/0001-25;13429.30;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;FARMACIA SANFARMA;21.593.391/0001-75;6649.26;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA MODERNA;07.864.812/0001-24;3800.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;GRUPO TOTAL;30035710000118;205797.02;65
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;SUPERFARMA;10.477.798/0001-10;4678.16;1
SOFTYS BRASIL LTDA;44145845001112;DROGARIA BENEVENUTO;29.853.763/0001-67;15749.08;1
NEOQUIMICA;02932074004260;DROGARIAS ULTRA POPULAR;07.033.582/0001-51;6120.00;1
NEOQUIMICA;02932074004260;FARMAROSSI;37.582.243/0001-95;534.92;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA BANABUIU;00.996.848/0001-12;2000.00;1
HIDROLIGHT DO BRASIL S.A;08762826000280;FARMACIA TEND TUDO;03.084.846/0001-45;2113.60;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA MENOR PREÇO;08.662.214/0004-88;1235.88;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA ALDESUL (CAUCAIA);02.908.324/0001-58;4000.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA DR NAHIN;31.763.657/0002-15;1148.48;1
ACCUMED PROD MED HOSP LTDA;06105362000123;MEDFARMA DRUGSTORE LTDA - ME;21.045.536/0001-01;575.28;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA BOM PRECO;27.784.096/0001-82;4465.58;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;LIBORIO & LIBORIO LTDA;21.257.136/0004-02;2543.60;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;M C CARVALHO COMERCIO FARMACEUTICO LTDA;03.250.587/0001-85;3500.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA GENTIL;06.039.028/0001-19;69090.18;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA MAIS SAUDE;49.229.812/0001-00;240.88;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA MENOR PRECO;19.759.011/0004-20;1408.83;1
NEOQUIMICA;02932074004260;DROGAFELIX (LJ 8) ULTRA OSORIO;08.705.312/0001-02;3084.00;1
EMS S/A;57507378000365;SUPERFARMA;10.477.798/0001-10;4662.98;1
NEOQUIMICA;02932074004260;FARMACIA MERCES;05.449.054/0001-52;12600.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;JOSE WILKER MARTINS DA SILVA;34.035.700/0001-33;1036.14;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;BENFARMA;18.001.854/0001-58;5018.55;1
SOFTYS BRASIL LTDA;44145845001112;CELSO FLORENTINO TEIXEIRA SOBRINHO;12.426.378/0001-30;8032.90;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA MAIS SAUDE;51.578.984/0001-23;1021.73;1
LABORATORIO GLOBO LTDA;17115437000173;RICARDO DIAS CARDOSO;19.202.750/0001-74;5008.06;1
EMS S/A;57507378000365;DROGARIA J L CITY;29.808.801/0001-60;1623.76;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA DO TRABALHADOR;27.520.863/0004-99;5392.40;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA DROGRAMIS;42.428.309/0001-27;1047.50;1
SOFTYS BRASIL LTDA;44145845001112;VAREJAO SUPER BARATAO LTDA ME;29.045.055/0001-08;47940.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA SANTOS;24.302.049/0001-67;6674.91;1
NEOQUIMICA;02932074004260;DROGARIA DO TRABALHADOR DA SAPIRANGA;19.329.839/0001-04;2500.00;1
SOFTYS BRASIL LTDA;44145845001112;BETEL 5;05.725.307/0001-73;1830.88;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA NOGUEIRA;52.830.309/0001-02;619.77;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARM.MEDICAL;05.130.530/0001-78;2202.78;1
EMS S/A;57507378000365;FARMACIA FARMA FORTE;52.545.850/0001-79;3114.01;1
WELLA BRASIL LTDA;37374821000360;FARMA VITOR;19.789.052/0001-17;1000.00;1
NEOQUIMICA;02932074004260;SAM FARMA;11.706.645/0003-22;4214.41;1
SOFTYS BRASIL LTDA;44145845001112;DROG SOUSA;05.154.607/0001-40;21595.50;1
SOFTYS BRASIL LTDA;44145845001112;DROGARIA ULTRA POPULAR;30.624.701/0001-62;3024.38;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA SANTA TERESINHA;17.259.132/0001-35;2183.77;1
WELLA BRASIL LTDA;37374821000360;COEMDIBRA;35.033.257/0001-24;3000.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;COMERCIO VAREJISTA DE MEDICAMENTOS FARMACIA CENTRAL LTDA;50.411.655/0003-92;20000.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA GENTIL;06.039.028/0001-19;2937.88;2
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;R A MACIELCOMERCIAL DE MEDICAMENTOS LTDA;40.908.728/0001-30;3242.63;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;SILVA E GALVAO LTDA ME;07.272.180/0004-52;755.86;1
MILI S/A;78908266000205;FARMACIA CASTELO BRANCO;33.023.826/0001-25;774.91;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;LOJA 7;03.924.507/0001-20;60000.00;1
NEOQUIMICA;02932074004260;FARMACIA MORAIS;08.805.911/0001-06;9400.00;1
NEOQUIMICA;02932074004260;FARMAFLOR;34.042.443/0001-67;2800.00;1
EMS S/A;57507378000365;TICIANY P. RODRIGUES ME;16.442.764/0001-77;3452.38;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;ULTRA POPULAR;32.736.479/0008-91;4893.21;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;DROGA VIDA;07.073.379/0001-09;4039.23;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA SAO FRANCISCO;47.611.476/0001-22;2078.79;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAVALCANTE EMPREENDIMENTOS;11.599.440/0004-76;4373.45;1
SOFTYS BRASIL LTDA;44145845001112;PH & SILVA DROGARIA LTDA;57.497.421/0001-97;10287.90;1
NEOQUIMICA;02932074004260;TOTAL COMERCIO;04.984.598/0001-51;5371.62;2
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;GILVAN FACHINI 58882154068;33.957.303/0001-56;2640.00;1
EMS S/A;57507378000365;FARMACIA PROVIDA ( LOJA 07 );44.800.105/0001-09;2421.17;1
SOFTYS BRASIL LTDA;44145845001112;SUPERFARMA;10.477.798/0005-44;5887.98;1
SOFTYS BRASIL LTDA;44145845001112;FCNN COMERCIO DE MEDICAMENTOS EIRELI;26.843.356/0001-80;2404.69;1
WELLA BRASIL LTDA;37374821000360;DROGARIA ALAN;35.095.645/0001-30;1000.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA MAIS POPULAR;38.124.014/0001-90;6138.88;1
MILI S/A;78908266000205;HAPFARMA;27.251.961/0001-25;5170.86;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA SANTO ANTONIO;53.099.204/0001-98;1338.14;1
EMS S/A;57507378000365;FARMACIA SAO FRANCISCO;47.611.476/0001-22;3487.82;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;POP FARMA;40.673.620/0001-06;5248.95;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;MUNDO DAS FARMACIAS;35.759.605/0001-45;6296.80;1
GERMED FARMACEUTICA LTDA;45992062000165;DISK SAUDE;03.044.933/0001-79;13200.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;POSTO DE MEDICAMENTO CEFARMA;47.703.336/0001-84;2507.64;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;DROGARIAS ULTRA POPULAR;10.783.115/0001-53;2747.76;1
NEOQUIMICA;02932074004260;DROG VILA PALMEIRA;05.170.176/0001-05;7195.76;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;DROGASOL;12.077.160/0001-18;502.00;1
SOFTYS BRASIL LTDA;44145845001112;M. MICHELLE SARAIVA MOREIRA ME;19.759.011/0002-69;4142.28;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA G2 COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;50.825.081/0001-37;3839.20;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA PADRE CICERO;07.196.132/0001-80;407.59;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;FARMACIA ESTILO;03.884.139/0001-33;1050.96;1
SOFTYS BRASIL LTDA;44145845001112;FARMA ROCHA;03.191.469/0001-43;4864.04;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA SAO JOSE AVENIDA LTDA EPP;44.258.117/0001-45;834.66;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIA AGUIAR PAULA LTDA ME;05.329.792/0002-47;2365.25;1
LABORATORIO GLOBO LTDA;17115437000173;DROGARIA POPULAR HOLANDA;29.415.943/0001-67;4157.92;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;ULTRAFARMA;05.756.389/0001-13;10121.44;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;JOSE WELLIGTON DA SILVA EIRELI;26.243.996/0001-50;3350.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FARMACIA DO TRABALHADOR BOM PRECO;29.140.844/0001-10;2487.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMALOPES;43.554.466/0001-41;5451.50;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA SAO PEDRO;11.446.276/0001-14;2802.17;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;PRO-SAUDE;00.605.064/0001-16;3457.14;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARM.LIMOEIRENSE;05.677.976/0001-17;697.20;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA MAIS POPULAR;38.124.014/0001-90;2007.26;1
EMS S/A;57507378000365;FARMASHOW;44.795.723/0001-08;3000.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA GENTIL;34.588.272/0001-76;5069.71;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA E DROGARIA VARGEMFARMA LTDA;26.456.995/0001-93;1381.38;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;DROGARIA DEMAIS POPULAR;40.964.635/0001-23;2010.90;1
NATULAB LABORATORIO LTDA;02456955000183;BARBARA ANANDA COSTA CAMPOS AVELINO;41.176.485/0001-56;2010.68;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;GRUPO TOTAL;30035710000118;57026.24;14
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;AFDC DISTRIBUIDORA LTDA;55.070.765/0001-90;261161.45;2
WELLA BRASIL LTDA;37374821000360;DROGARIA ALAN;51.382.697/0001-43;3000.00;3
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMACIA NEVES;49.784.783/0001-30;1007.20;1
NEOQUIMICA;02932074004260;FARMACIAS DO TRABALHADOR VIVA BEM;27.237.427/0003-26;2120.99;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FEIRAO ATACADO;23.544.299/0004-93;3000.00;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIA RENDE MAIS ;41.388.399/0001-07;1007.64;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA JARDIM IRACEMA;41.421.553/0001-03;381.45;1
TORRENT DO BRASIL LTDA;33078528000132;ARAUJO E ANDRADE EMPREENDIMENT;15.033.761/0001-17;1256.98;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARME BRITO;96.727.482/0005-89;160000.00;1
SOFTYS BRASIL LTDA;44145845001112;AMERICA DROGARIAS 2;34.465.755/0002-64;126603.32;2
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;R F GOMES DE MACEDO ME;09.661.482/0001-03;16434.84;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;DROGARIAS ULTRA POPULAR;10.783.115/0001-53;954.49;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;JOSE WILKER MARTINS DA SILVA;34.035.700/0001-33;1645.09;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;07.159.873/0001-90;5845.70;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARM.VASCONCELOS;11.752.631/0001-83;3817.58;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA SAO FRANCISCO;37.741.496/0001-64;18301.26;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAVALCANTE;70.084.694/0004-10;2402.28;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;VAREJAO DOS COMPRIMIDOS DO PIAUI;19.287.936/0001-73;6000.00;1
MILI S/A;78908266000205;SUPERMERCADO MORANGUINHO LTDA;11.659.770/0014-81;55800.00;1
EMS S/A;57507378000365;DROGAGILDO;41.454.695/0001-69;2500.00;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA CASTELO BRANCO;33.023.826/0001-25;1523.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FARMACIA SANTA TERESINHA II;17.259.132/0002-16;1509.65;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;JD ATACADISTA;23.802.061/0001-78;10069.92;1
NEOQUIMICA;02932074004260;FARMACIA POPULAR;04.847.207/0001-57;3724.69;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAVALCANTE;44.446.536/0001-00;4269.70;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA OFICIAL;41.455.320/0001-13;3041.26;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;ECONOMIAFARMA;16.672.967/0001-50;5000.00;1
SOFTYS BRASIL LTDA;44145845001112;CASA DOS GENERICOS ;42.561.764/0001-04;24623.62;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIAS OMEGA;31.499.324/0001-40;110053.64;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;FARMACIA CENTER POPULAR (LJ 3) C CASCAVE;05.624.211/0003-80;3471.08;1
SOFTYS BRASIL LTDA;44145845001112;FARMAROSSI;37.582.243/0001-95;13804.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIAS DA ECONOMIA LTDA;04.141.466/0020-20;22639.16;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMA FAMA;20.375.071/0001-86;5598.54;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA MAIS POPULAR;38.124.014/0001-90;2546.56;1
EMS S/A;57507378000365;JS COMERCIO DE MEDICAMENTOS LTDA;52.917.460/0001-82;719.10;1
PRO NOVA DIST E COM DE COSMETICOS LTDA - GIOVANNA BABY;21998451001373;FARMACIA SANTA TERESINHA III;17.259.132/0003-05;3510.61;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA SAO GONCALO;04.952.026/0001-90;270.26;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA VITORIA;46.143.532/0003-40;2633.82;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;SUPERFARM POPULAR;26.012.717/0001-47;2538.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA NOVA VIDA;19.147.250/0001-87;35000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA J. C.;31.685.884/0001-99;1020.80;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAVALCANTE;70.084.694/0009-25;2573.39;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;COMERCIAL FARMACEUTICO JARDIM LTDA;18.464.782/0001-85;2500.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;BARATAO DOS COMPRIMIDOS COMERC;09.079.911/0001-20;8446.40;2
NEOQUIMICA;02932074004260;SOCORRO FARMACEUTICO;13.681.504/0001-66;6101.67;1
NEOQUIMICA;02932074004260;MEGAFARMA ;40.520.507/0001-90;9262.80;1
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIA CAMPELO;07.704.554/0001-19;1460.76;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;CEGIANE GESSICA A MONTEIRO ME;22.628.471/0001-81;2818.00;2
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;GRUPO TOTAL;30035710000118;9957.11;6
GERMED FARMACEUTICA LTDA;45992062000165;DROGARIA MULTIFARMA;08.821.782/0001-31;15000.00;1
LABORATORIO GLOBO LTDA;17115437000173;FCIA POPULAR;12.365.566/0001-04;4043.82;1
NEOQUIMICA;02932074004260;DROGARIAS BOM LUGAR;33.938.719/0001-27;5436.54;2
NEOQUIMICA;02932074004260;FARMA VITOR;19.789.052/0001-17;13980.46;1
NEOQUIMICA;02932074004260;ANTONIA CLAUDIA HOLANDA - ME;11.922.601/0001-78;1451.13;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;ECONOMIAFARMA;16.672.967/0014-74;20000.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA PALESTINA;18.331.063/0001-96;1123.79;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA UCHOA;06.058.877/0001-10;2236.34;1
ACCUMED PROD MED HOSP LTDA;06105362000123;BENFARMA;18.001.854/0001-58;3028.13;1
NEOQUIMICA;02932074004260;IBIFARMA COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES;40.839.940/0001-93;3542.73;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DHFARMA;11.302.603/0001-64;6222.80;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;MARIA EDNA TEIXEIRA QUEIROZ ME;38.611.228/0001-90;2026.88;1
HIDROLIGHT DO BRASIL S.A;08762826000280;FERNANDES FARMA;30.530.910/0001-47;2270.58;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;DROG VILA PALMEIRA;05.170.176/0001-05;3081.29;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA DO TRABALHADOR DO NORDESTE;38.347.975/0003-25;763.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA BATISTA;28.379.309/0001-53;1704.00;1
LABORATORIO GLOBO LTDA;17115437000173;M MICHELLE SARAIVA MOREIRA;19.759.011/0003-40;1408.83;1
LABORATORIO GLOBO LTDA;17115437000173;FERNANDES FARMA;30.530.910/0001-47;4813.96;1
MILI S/A;78908266000205;SUPERMERCADO MORANGUINHO;11.659.770/0009-14;20257.63;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA PROVIDA ( LOJA 06 );35.777.583/0001-46;1823.94;1
LABORATORIO GLOBO LTDA;17115437000173;M C CARVALHO COMERCIO FARMACEUTICO LTDA;03.250.587/0001-85;4461.46;1
HYPERA PP E CH;02932074002801;A ANDRADE BONFIM JUNIOR MEDICAMENTOS ME;05.756.389/0002-02;25903.23;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;COEMDIBRA;35.033.257/0001-24;1564.20;1
MILI S/A;78908266000205;FARMACIA MENOR PRECO;19.759.011/0004-20;4732.87;1
SOFTYS BRASIL LTDA;44145845001112;ULTRA POPULAR;15.672.710/0002-16;41500.84;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA MAIS SAUDE;21.257.136/0002-32;3023.14;1
TORRENT DO BRASIL LTDA;33078528000132;JS COMERCIO DE MEDICAMENTOS LTDA;52.917.460/0001-82;20.20;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA ALDESUL (DROGAMASTER);03.135.553/0001-40;1000.00;1
EMS S/A;57507378000365;FARMACIA DO ARCO;04.950.295/0001-18;2944.25;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;J I ARAUJO MEDICAMENTOS;05.965.043/0001-25;2000.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FERNANDES FARMA;30.530.910/0001-47;1317.04;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA DO TRABALHADOR DE CARIRI;30.317.496/0001-92;4217.44;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA AVENIDA;07.735.972/0001-73;556.73;1
NEOQUIMICA;02932074004260;A E B COMERCIO DE PRODUTOS FA;19.664.293/0001-30;32000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA DONATO;23.573.561/0001-85;1003.32;1
EMS S/A;57507378000365;F NIKELLY PEREIRA DE ALMEIDA;28.266.053/0001-78;3399.60;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA PALMACIA;11.099.497/0001-63;1444.14;1
NEOQUIMICA;02932074004260;FARMACIA SAO MATEUS;03.698.550/0001-14;1419.85;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FERNANDES FARMA;30.530.910/0001-47;2001.32;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA SAO MIGUEL;15.601.070/0001-72;1299.02;1
NEOQUIMICA;02932074004260;BRASIL FARMA;26.699.473/0001-12;2400.21;1
EMS S/A;57507378000365;FARMACIA CONVIVA IGUATU;11.704.251/0001-73;487.22;1
NEOQUIMICA;02932074004260;DROGARIA CHARITOFARMA;35.610.100/0001-14;6368.14;2
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;BENFARMA;18.001.854/0001-58;3188.95;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA PREMIUM;36.142.517/0002-43;396.90;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;DROGARIA FRANCILIO SUPER;54.137.920/0001-85;3070.32;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;SUPERMERCADO  MORANGUINHO;11.659.770/0002-48;2724.02;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA MENOR PRECO;19.759.011/0004-20;6636.24;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARM FERNANDES;00.796.517/0001-39;5435.04;1
SOFTYS BRASIL LTDA;44145845001112;ULTRAFARMA;05.756.389/0001-13;16766.40;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA DO TRABALHADOR DO NORDESTE;38.347.965/0002-09;10679.00;1
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIA SAO FRANCISCO;47.611.476/0001-22;4962.04;1
NATULAB LABORATORIO LTDA;02456955000183;BENFARMA;18.001.854/0001-58;1534.97;1
NEOQUIMICA;02932074004260;C E D COMERCIAL LTDA;41.931.131/0001-70;3455.00;2
TORRENT DO BRASIL LTDA;33078528000132;FARM.MEDICAL;05.130.530/0001-78;1010.74;1
TORRENT DO BRASIL LTDA;33078528000132;PREA FARMA;52.280.139/0001-30;1540.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;DROGATEL FCIA;02.378.654/0002-60;4467.30;2
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIA MENOR PREÇO;08.662.214/0004-88;120000.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;DROGARIAS ULTRA POPULAR ;35.812.253/0003-06;2238.30;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA BEM ESTAR;30.080.921/0001-72;1018.38;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA BEM ESTAR;30.080.921/0001-72;3023.88;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;DROGARIA SAO FRANCISCO;05.329.792/0001-66;1407.87;1
NEOQUIMICA;02932074004260;DROGARIA LIMA;06.022.768/0001-42;3700.09;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA PRO SAUDE;46.795.297/0001-20;4880.40;1
LABORATORIO GLOBO LTDA;17115437000173;SOARES DROGARIA & PE;12.088.423/0001-94;2069.92;1
SOFTYS BRASIL LTDA;44145845001112;HARDALA H P PAIVA FARMACIA ME ;06.267.106/0001-32;5020.70;1
BEBE SAUDE LTDA;02729687000550;DROGATEL FARMACIA;02.378.654/0001-89;781.13;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA MENOR PRECO;19.759.011/0004-20;1687.84;1
NEOQUIMICA;02932074004260;FARMACIA L. PROFETA;43.337.433/0001-40;50000.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;CONCEITO FARMA;52.407.334/0001-88;1338.88;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FCIA SAUDE DO TRABALHADOR;16.695.286/0001-07;3041.63;1
NATULAB LABORATORIO LTDA;02456955000183;FCNN COMERCIO DE MEDICAMENTOS EIRELI;26.843.356/0001-80;8778.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA MUTTI;18.681.698/0002-02;9181.44;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;SUPERFARMA;10.477.798/0003-82;3411.80;1
MILI S/A;78908266000205;FARM.SOLONOPOLES;10.505.394/0001-93;26000.00;1
NEOQUIMICA;02932074004260;FARMACIA SAUDE A MAIS;37.927.606/0001-87;2324.54;1
EMS S/A;57507378000365;FARM.IRACEMA;41.315.961/0001-72;465.90;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA GENTIL - GRENDENE;06.039.028/0005-42;1028.89;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;REBEKA NEVES DE MENEZES ME;17.527.312/0001-50;1077.20;1
